Organism,Reference,Similarity_Score,Novelty_score,Cluster_Rank,BGC_Type,Compounds,Matched_Organism,Habitat,Source
Colwellia psychrerythraea 34H,BGC0002400.2,0.44,0.56,1189,terpene,boleracene,Brassica oleracea var. oleracea,Arctic Ocean,antiSMASH
Rubritalea marina DSM 17727,BGC0002334.3,0.44,0.56,1190,"other (other), ribosomal","heptyltyrazolone, nonyltyrazolone, undecyltyrazolone, (Z)-ω-6-undecenyltyrazolone",Pseudoalteromonas rubra,Coral reef,antiSMASH
Rubritalea marina DSM 17756,BGC0002332.2,0.44,0.56,1191,PKS,"4-hydroxy-6-pentadecylpyran-2-one, 4-hydroxy-6-(2-oxoheptadecyl)pyran-2-one, Adipostatin A",Candidatus Entotheonella sp.,Coral reef,antiSMASH
Rubritalea marina DSM 17768,BGC0002400.2,0.44,0.56,1192,terpene,boleracene,Brassica oleracea var. oleracea,Coral reef,antiSMASH
Penicillium citrinum ,BGC0002320.3,0.44,0.56,1193,terpene,conidiogenone,Penicillium rubens Wisconsin 54-1255,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002139.3,0.44,0.56,1194,PKS,"burnettiene A, preburnettiene B, preburnettiene A",Aspergillus burnettii FRR 5400,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002304.3,0.44,0.56,1195,"NRPS, PKS",varicidin A,Talaromyces variabilis,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002245.2,0.44,0.56,1196,terpene,"terpestacin, preterpestacin 3, preterpestacin 2, preterpestacin 1",Bipolaris maydis C5,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001528.4,0.44,0.56,1197,terpene,"betaestacin I, betaestacin II",Phoma betae,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000867.3,0.44,0.56,1198,other (other),polyhydroxyalkanoic acids,Ectothiorhodospira shaposhnikovii,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002555.3,0.44,0.56,1199,"NRPS, PKS","emerimicin V, emerimicin VI, emerimicin VII, emerimicin VIII, emerimicin IX, emerimicin X",Acremonium sp.,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002167.2,0.44,0.56,1200,NRPS,"actinopolymorphol C, morpholine containing hemiacetal piperazine compound, piperazine compound 2, piperazine compound 1, 3-(p-hydroxyphenyl)-1,2-propanediol, N,N-dioxide containing derivate, O-sulfonated actinopolymorphol C, C-3 sulfonylated derivative",Aspergillus flavus NRRL3357,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002155.3,0.44,0.56,1201,PKS,"nectriapyrone C, nectriapyrone D, nectriapyrone",Pyricularia oryzae 70-15,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000046.4,0.44,0.56,1202,PKS,depudecin,Alternaria brassicicola,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001831.3,0.44,0.56,1203,PKS,"alkylpyrone-407, alkylpyrone-393",Myxococcus xanthus DK 1622,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001738.3,0.44,0.56,1204,"NRPS, PKS","phomasetin, wakodecalines A, wakodecalines B",Pyrenochaetopsis sp.,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002736.2,0.44,0.56,1205,terpene,preaspterpenacid I,Aspergillus terreus NIH2624,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002212.3,0.44,0.56,1206,PKS,Orsellinic acid,Moniliophthora roreri MCA 2997,Mangrove sediment,antiSMASH
Salinispora tropica CNB-460,BGC0001880.3,0.44,0.56,1207,ribosomal,scytodecamide,Scytonema sp. UIC 10036,Marine Sponge,antiSMASH
Salinispora tropica CNB-483,BGC0001849.4,0.44,0.56,1208,ribosomal,"thiovarsolin A, thiovarsolin B, thiovarsolin C, thiovarsolin D",Streptomyces varsoviensis,Marine Sponge,antiSMASH
Salinispora tropica CNB-592,BGC0000633.3,0.44,0.56,1209,terpene,carotenoid,Streptomyces avermitilis,Marine Sponge,antiSMASH
Salinispora tropica CNB-593,BGC0001227.3,0.44,0.56,1210,terpene,isorenieratene,Streptomyces collinus Tu 365,Marine Sponge,antiSMASH
Thalassiosira pseudonana,BGC0002402.2,0.44,0.56,1211,terpene,"Yossoside I, Yossoside II, Yossoside III, Yossoside IV, Yossoside V",Spinacia oleracea,Open ocean (photic zone),antiSMASH
Thalassiosira pseudonana,BGC0002320.3,0.44,0.56,1212,terpene,conidiogenone,Penicillium rubens Wisconsin 54-1255,Open ocean (photic zone),antiSMASH
Thalassiosira pseudonana,BGC0002736.2,0.44,0.56,1213,terpene,preaspterpenacid I,Aspergillus terreus NIH2624,Open ocean (photic zone),antiSMASH
Thalassiosira pseudonana,BGC0002610.3,0.44,0.56,1214,terpene,stellatic acid,Aspergillus stellatus,Open ocean (photic zone),antiSMASH
Alteromonas macleodii,BGC0002400.2,0.44,0.56,1215,terpene,boleracene,Brassica oleracea var. oleracea,Deep sea sediment,antiSMASH
Alteromonas macleodii,BGC0001779.5,0.44,0.56,1216,ribosomal,siamycin,Streptomyces nodosus,Deep sea sediment,antiSMASH
Psychrobacter arcticus 273-8,BGC0000234.5,0.44,0.56,1217,PKS,jadomycin,Streptomyces venezuelae ATCC 10712,Polar Marine Ice,antiSMASH
Psychrobacter arcticus 273-19,BGC0001831.3,0.44,0.56,1218,PKS,"alkylpyrone-407, alkylpyrone-393",Myxococcus xanthus DK 1622,Polar Marine Ice,antiSMASH
Psychrobacter arcticus 273-20,BGC0001077.4,0.44,0.56,1219,PKS,"6-anteisoheptadecyl-4-O-dihydrogeranyl-2-methoxyhydroquinone, 6-isoheptadecyl-4-O-dihydrogeranyl-2-methoxyhydroquinone, 6-isopalmityl-4-O-geranyl-2-methoxyhydroquinone, 6-palmityl-4-O-geranyl-2-methoxyhydroquinone, 6-anteisoheptadecyl-4-O-geranyl-2-methoxyhydroquinone, 6-isoheptadecyl-4-O-geranyl-2-methoxyhydroquinone, 6-isopalmityl-4-O-dihydrofarnesyl-2-methoxyhydroquinone, 6-palmityl-4-O-dihydrofarnesyl-2-methoxyhydroquinone, 6-anteisoheptadecyl-4-O-dihydrofarnesyl-2-methoxyhydroquinone, 6-isoheptadecyl-4-O-dihydrofarnesyl-2-methoxyhydroquinone",Actinoplanes missouriensis 431,Polar Marine Ice,antiSMASH
Halorubrum lacusprofundi ATCC 49281,BGC0000674.5,0.44,0.56,1220,terpene,(-)-δ-cadinene,Streptomyces clavuligerus ATCC 27064,Antarctic hypersaline,antiSMASH
Geobacillus kaustophilus,BGC0002400.2,0.44,0.56,1221,terpene,boleracene,Brassica oleracea var. oleracea,Deep ocean thermophile,antiSMASH
Cladosporium halotolerans,BGC0000645.3,0.44,0.56,1222,terpene,carotenoid,Halobacillus halophilus DSM 2266,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0002158.2,0.44,0.56,1223,"NRPS, PKS",tenuazonic acid,Pyricularia oryzae 70-15,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0002736.2,0.44,0.56,1224,terpene,preaspterpenacid I,Aspergillus terreus NIH2624,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0002610.3,0.44,0.56,1225,terpene,stellatic acid,Aspergillus stellatus,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0002162.3,0.44,0.56,1226,terpene,"sesterfisherol, sesterfisheric acid, compound 6, compound 7a, compound 5, compound 8",Aspergillus fischeri NRRL 181,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0002320.3,0.44,0.56,1227,terpene,conidiogenone,Penicillium rubens Wisconsin 54-1255,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0000677.5,0.44,0.56,1228,terpene,cyclooctatin,Streptomyces melanosporofaciens,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0000919.5,0.44,0.56,1229,other (other),phaseolotoxin,Pseudomonas syringae,Coastal sea water,antiSMASH
Marivita sp. LZ-15-88,BGC0002450.2,0.44,0.56,1230,other (other),sarasinoside,uncultured bacterium,Marine water,antiSMASH
Marivita sp. LZ-15-89,BGC0001873.3,0.44,0.56,1231,NRPS,pyrrolizixenamide A,Xenorhabdus szentirmaii DSM 16338,Marine water,antiSMASH
Haloarchaeobius amylolyticus,BGC0000645.3,0.44,0.56,1232,terpene,carotenoid,Halobacillus halophilus DSM 2266,Marine solar saltern,antiSMASH
Pyrococcus furiosus DSM 3646,BGC0000569.5,0.44,0.56,1233,ribosomal,plantazolicin,Bacillus velezensis FZB42,Marine sediment,antiSMASH
Natranaerroarchaeum aerophilua,BGC0000664.5,0.44,0.56,1234,terpene,isorenieratene,Streptomyces griseus subsp. griseus NBRC 13350,Hypersaline lake,antiSMASH
Natranaerroarchaeum aerophilua,BGC0000650.3,0.44,0.56,1235,terpene,carotenoid,Algoriphagus sp. KK10202C,Hypersaline lake,antiSMASH
Natranaerroarchaeum aerophilua,BGC0000645.3,0.44,0.56,1236,terpene,carotenoid,Halobacillus halophilus DSM 2266,Hypersaline lake,antiSMASH
Polaribacter marinivivus,BGC0001456.3,0.44,0.56,1237,terpene,isorenieratene,Streptomyces argillaceus,Polar,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0001905.4,0.45,0.55,1238,PKS,violapyrone B,Streptomyces somaliensis,Coral reef,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0000517.4,0.45,0.55,1239,ribosomal,"haloduracin β, haloduracin α",Bacillus halodurans C-125,Coral reef,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0000560.5,0.45,0.55,1240,ribosomal,subtilomycin,Bacillus subtilis,Coral reef,antiSMASH
Marinobacter nauticus,BGC0000867.3,0.45,0.55,1241,other (other),polyhydroxyalkanoic acids,Ectothiorhodospira shaposhnikovii,Seawater layers,antiSMASH
Marinobacter nauticus,BGC0000706.3,0.45,0.55,1242,saccharide,kanamycin,Streptomyces kanamyceticus,Seawater layers,antiSMASH
Marinobacter nauticus,BGC0000777.3,0.45,0.55,1243,saccharide,lipopolysaccharide,Escherichia coli,Seawater layers,antiSMASH
Marinobacter nauticus,BGC0000725.5,0.45,0.55,1244,saccharide,alginate,Pseudomonas aeruginosa PAO1,Seawater layers,antiSMASH
Shewanella piezotolerans WP49,BGC0000706.3,0.45,0.55,1245,saccharide,kanamycin,Streptomyces kanamyceticus,Deep sea ,antiSMASH
Shewanella piezotolerans WP65,BGC0000869.5,0.45,0.55,1246,other (other),heterocyst glycolipids,Nostoc sp. 'Peltigera membranacea cyanobiont',Deep sea ,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002403.2,0.45,0.55,1247,PKS,β-Diketones,Hordeum vulgare subsp. vulgare,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0000057.5,0.45,0.55,1248,PKS,"F9775A, F9775B, orsellinic acid",Aspergillus nidulans FGSC A4,Coral Reef,antiSMASH
Penicillium citrinum ,BGC0002518.3,0.45,0.55,1249,NRPS,"syringafactin A, syringafactin C",Pseudomonas sp. SZ57,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002167.2,0.45,0.55,1250,NRPS,"actinopolymorphol C, morpholine containing hemiacetal piperazine compound, piperazine compound 2, piperazine compound 1, 3-(p-hydroxyphenyl)-1,2-propanediol, N,N-dioxide containing derivate, O-sulfonated actinopolymorphol C, C-3 sulfonylated derivative",Aspergillus flavus NRRL3357,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000308.5,0.45,0.55,1251,NRPS,"aureusimine A, aureusimine B, aureusimine C",Staphylococcus aureus subsp. aureus str. JKD6008,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002721.2,0.45,0.55,1252,saccharide,"α-hydroxynitrile glucoside, β-hydroxynitrile glucoside, γ-hydroxynitrile glucoside",Hordeum vulgare subsp. vulgare,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001969.3,0.45,0.55,1253,terpene,asperterpenoid A,Talaromyces wortmannii,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000888.5,0.45,0.55,1254,other (other),bacilysin,Bacillus sp. CS93,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002518.3,0.45,0.55,1255,NRPS,"syringafactin A, syringafactin C",Pseudomonas sp. SZ57,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002162.3,0.45,0.55,1256,terpene,"sesterfisherol, sesterfisheric acid, compound 6, compound 7a, compound 5, compound 8",Aspergillus fischeri NRRL 181,Mangrove sediment,antiSMASH
Salinispora tropica CNB-506,BGC0002103.2,0.45,0.55,1257,other (other),pulcherriminic acid,Bacillus subtilis subsp. subtilis str. 168,Marine Sponge,antiSMASH
Thalassiosira pseudonana,BGC0002400.2,0.45,0.55,1258,terpene,boleracene,Brassica oleracea var. oleracea,Open ocean (photic zone),antiSMASH
Alteromonas macleodii,BGC0001579.4,0.45,0.55,1259,ribosomal,duramycin,Streptomyces cinnamoneus,Deep sea sediment,antiSMASH
Psychrobacter arcticus 273-7,BGC0002405.2,0.45,0.55,1260,saccharide,mid-chain acyl sugars,Solanum lycopersicum,Polar Marine Ice,antiSMASH
Psychrobacter arcticus 273-17,BGC0002332.2,0.45,0.55,1261,PKS,"4-hydroxy-6-pentadecylpyran-2-one, 4-hydroxy-6-(2-oxoheptadecyl)pyran-2-one, Adipostatin A",Candidatus Entotheonella sp.,Polar Marine Ice,antiSMASH
Psychrobacter arcticus 273-18,BGC0000902.4,0.45,0.55,1262,PKS,flaviolin,Saccharopolyspora erythraea NRRL 2338,Polar Marine Ice,antiSMASH
Geobacillus kaustophilus,BGC0002332.2,0.45,0.55,1263,PKS,"4-hydroxy-6-pentadecylpyran-2-one, 4-hydroxy-6-(2-oxoheptadecyl)pyran-2-one, Adipostatin A",Candidatus Entotheonella sp.,Deep ocean thermophile,antiSMASH
Cladosporium halotolerans,BGC0001475.4,0.45,0.55,1264,terpene,aspterric acid,Aspergillus terreus NIH2624,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0002518.3,0.45,0.55,1265,NRPS,"syringafactin A, syringafactin C",Pseudomonas sp. SZ57,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0002403.2,0.45,0.55,1266,PKS,β-Diketones,Hordeum vulgare subsp. vulgare,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0002052.3,0.45,0.55,1267,other (ectoine),ectoine,Streptomyces sp.,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0000853.3,0.45,0.55,1268,other (other),ectoine,Streptomyces anulatus,Coastal sea water,antiSMASH
Marivita sp. LZ-15-87,BGC0001844.4,0.45,0.55,1269,NRPS,"holrhizin A, holrhizin B, holrhizin C, holrhizin D",Paraburkholderia rhizoxinica HKI 454,Marine water,antiSMASH
Haloarchaeobius amylolyticus,BGC0000866.5,0.45,0.55,1270,other (other),polyhydroxyalkanoate,Burkholderia sp. DSM 9242,Marine solar saltern,antiSMASH
Haloarchaeobius amylolyticus,BGC0002031.3,0.45,0.55,1271,other (other),kitasetaline,Kitasatospora setae KM-6054,Marine solar saltern,antiSMASH
Pyrococcus furiosus DSM 3645,BGC0000812.3,0.45,0.55,1272,other (other),huperzine A,Shiraia sp. slf14,Marine sediment,antiSMASH
Natranaerroarchaeum aerophilua,BGC0000644.3,0.45,0.55,1273,terpene,carotenoid,Dietzia sp. CQ4,Hypersaline lake,antiSMASH
Natranaerroarchaeum aerophilua,BGC0000637.3,0.45,0.55,1274,terpene,carotenoid,Corynebacterium glutamicum,Hypersaline lake,antiSMASH
Natranaerroarchaeum aerophilua,BGC0001077.4,0.45,0.55,1275,PKS,"6-anteisoheptadecyl-4-O-dihydrogeranyl-2-methoxyhydroquinone, 6-isoheptadecyl-4-O-dihydrogeranyl-2-methoxyhydroquinone, 6-isopalmityl-4-O-geranyl-2-methoxyhydroquinone, 6-palmityl-4-O-geranyl-2-methoxyhydroquinone, 6-anteisoheptadecyl-4-O-geranyl-2-methoxyhydroquinone, 6-isoheptadecyl-4-O-geranyl-2-methoxyhydroquinone, 6-isopalmityl-4-O-dihydrofarnesyl-2-methoxyhydroquinone, 6-palmityl-4-O-dihydrofarnesyl-2-methoxyhydroquinone, 6-anteisoheptadecyl-4-O-dihydrofarnesyl-2-methoxyhydroquinone, 6-isoheptadecyl-4-O-dihydrofarnesyl-2-methoxyhydroquinone",Actinoplanes missouriensis 431,Hypersaline lake,antiSMASH
Methanococcoides burtonii DSM 6245,BGC0002397.2,0.45,0.55,1276,terpene,astallatene,Arabidopsis thaliana,Polar marine ice,antiSMASH
Methanococcoides burtonii DSM 6253,BGC0002560.3,0.45,0.55,1277,ribosomal,thiostreptamide S4,Streptomyces sp. NRRL S-4,Polar marine ice,antiSMASH
Polaribacter marinivivus,BGC0000895.5,0.45,0.55,1278,other (other),citrulline,Lactobacillus plantarum subsp. plantarum,Polar,antiSMASH
Polaribacter marinivivus,BGC0000630.3,0.45,0.55,1279,terpene,"(2R,3S,3'S)-2-hydroxyastaxanthin",Paracoccus haeundaensis,Polar,antiSMASH
Tropicibacter alexandrii,BGC0001817.5,0.45,0.55,1280,other (other),vancosamine,Streptomyces sp. WAC2288,Marine Dinoflagellate,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0000589.5,0.46,0.54,1281,ribosomal,microcin M,Escherichia coli Nissle 1917,Coral reef,antiSMASH
Marinobacter nauticus,BGC0000131.5,0.46,0.54,1282,PKS,pyrrolomycin,Streptomyces sp. UC 11065,Seawater layers,antiSMASH
Marinobacter nauticus,BGC0000860.3,0.46,0.54,1283,other (other),ectoine,Methylarcula marina,Seawater layers,antiSMASH
Shewanella piezotolerans WP11,BGC0002683.2,0.46,0.54,1284,NRPS,schizokinen,Nostoc sp. PCC 7120 = FACHB-418,Deep sea ,antiSMASH
Shewanella piezotolerans WP27,BGC0000221.5,0.46,0.54,1285,PKS,erdacin,uncultured soil bacterium V167,Deep sea ,antiSMASH
Colwellia psychrerythraea 34H,BGC0002283.2,0.46,0.54,1286,terpene,sodorifen,Serratia plymuthica,Arctic Ocean,antiSMASH
Colwellia psychrerythraea 34H,BGC0001361.3,0.46,0.54,1287,terpene,sodorifen,Serratia plymuthica 4Rx13,Arctic Ocean,antiSMASH
Rubritalea marina DSM 17726,BGC0000656.5,0.46,0.54,1288,terpene,zeaxanthin,Xanthobacter autotrophicus Py2,Coral reef,antiSMASH
Penicillium citrinum ,BGC0002173.2,0.46,0.54,1289,"saccharide, terpene","fumihopaside A, compound 3, 21-β-H-hopane-3beta, 22-diol",Aspergillus fumigatus A1163,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000669.3,0.46,0.54,1290,terpene,marneral,Arabidopsis thaliana,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002219.2,0.46,0.54,1291,terpene,(-)-(R)-nephthenol,Stereum hirsutum FP-91666 SS1,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002245.2,0.46,0.54,1292,terpene,"terpestacin, preterpestacin 3, preterpestacin 2, preterpestacin 1",Bipolaris maydis C5,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000308.5,0.46,0.54,1293,NRPS,"aureusimine A, aureusimine B, aureusimine C",Staphylococcus aureus subsp. aureus str. JKD6008,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001249.5,0.46,0.54,1294,NRPS,dimethylcoprogen,Alternaria alternata,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002505.3,0.46,0.54,1295,"NRPS, PKS",xenoacremone A,Xenoacremonium sp. BF-2018a,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002245.2,0.46,0.54,1296,terpene,"terpestacin, preterpestacin 3, preterpestacin 2, preterpestacin 1",Bipolaris maydis C5,Mangrove sediment,antiSMASH
Salinispora tropica CNB-482,BGC0000706.3,0.46,0.54,1297,saccharide,kanamycin,Streptomyces kanamyceticus,Marine Sponge,antiSMASH
Salinispora tropica CNB-504,BGC0001224.5,0.46,0.54,1298,other (other),reductasporine,uncultured bacterium,Marine Sponge,antiSMASH
Salinispora tropica CNB-505,BGC0000902.4,0.46,0.54,1299,PKS,flaviolin,Saccharopolyspora erythraea NRRL 2338,Marine Sponge,antiSMASH
Salinispora tropica CNB-511,BGC0001928.2,0.46,0.54,1300,other (other),"(2R,3S,4S)-5-fluoro-2,3,4-trihydroxypentanoic acid",Streptomyces sp. MA37,Marine Sponge,antiSMASH
Salinispora tropica CNB-590,BGC0000664.5,0.46,0.54,1301,terpene,isorenieratene,Streptomyces griseus subsp. griseus NBRC 13350,Marine Sponge,antiSMASH
Salinispora tropica CNB-591,BGC0001456.3,0.46,0.54,1302,terpene,isorenieratene,Streptomyces argillaceus,Marine Sponge,antiSMASH
Alteromonas macleodii,BGC0002397.2,0.46,0.54,1303,terpene,astallatene,Arabidopsis thaliana,Deep sea sediment,antiSMASH
Alteromonas macleodii,BGC0001660.3,0.46,0.54,1304,ribosomal,mathermycin,Marinactinospora thermotolerans,Deep sea sediment,antiSMASH
Geobacillus kaustophilus,BGC0000234.5,0.46,0.54,1305,PKS,jadomycin,Streptomyces venezuelae ATCC 10712,Deep ocean thermophile,antiSMASH
Geobacillus kaustophilus,BGC0001184.4,0.46,0.54,1306,other (other),bacilysin,Bacillus velezensis FZB42,Deep ocean thermophile,antiSMASH
Cladosporium halotolerans,BGC0000308.5,0.46,0.54,1307,NRPS,"aureusimine A, aureusimine B, aureusimine C",Staphylococcus aureus subsp. aureus str. JKD6008,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001528.4,0.46,0.54,1308,terpene,"betaestacin I, betaestacin II",Phoma betae,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0002207.2,0.46,0.54,1309,other (other),psilocybin,Psilocybe cyanescens,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0000930.4,0.46,0.54,1310,terpene,"nivalenol, 4-acetylnivalenol",Fusarium graminearum,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001811.3,0.46,0.54,1311,terpene,trichodiene-11-one,Fusarium asiaticum,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001249.5,0.46,0.54,1312,NRPS,dimethylcoprogen,Alternaria alternata,Coastal sea water,antiSMASH
Marivita sp. LZ-15-3,BGC0002405.2,0.46,0.54,1313,saccharide,mid-chain acyl sugars,Solanum lycopersicum,Marine water,antiSMASH
Marivita sp. LZ-15-44,BGC0002397.2,0.46,0.54,1314,terpene,astallatene,Arabidopsis thaliana,Marine water,antiSMASH
Pyrococcus furiosus DSM 3644,BGC0001173.5,0.46,0.54,1315,ribosomal,plantazolicin,Bacillus pumilus ATCC 7061,Marine sediment,antiSMASH
Natranaerroarchaeum aerophilua,BGC0002397.2,0.46,0.54,1316,terpene,astallatene,Arabidopsis thaliana,Hypersaline lake,antiSMASH
Methanococcoides burtonii DSM 6244,BGC0001685.3,0.46,0.54,1317,other (other),N-acyloxyacyl lysine,Raoultella ornithinolytica 10-5246,Polar marine ice,antiSMASH
Polaribacter marinivivus,BGC0000855.3,0.46,0.54,1318,other (other),ectoine,Methylomicrobium kenyense,Polar,antiSMASH
Polaribacter marinivivus,BGC0000859.3,0.46,0.54,1319,other (other),ectoine,Methylomicrobium alcaliphilum,Polar,antiSMASH
Polaribacter marinivivus,BGC0000642.3,0.46,0.54,1320,terpene,carotenoid,Enterobacteriaceae bacterium DC413,Polar,antiSMASH
Polaribacter marinivivus,BGC0000860.3,0.46,0.54,1321,other (other),ectoine,Methylarcula marina,Polar,antiSMASH
Tropicibacter alexandrii,BGC0002397.2,0.46,0.54,1322,terpene,astallatene,Arabidopsis thaliana,Marine Dinoflagellate,antiSMASH
Tropicibacter alexandrii,BGC0002405.2,0.46,0.54,1323,saccharide,mid-chain acyl sugars,Solanum lycopersicum,Marine Dinoflagellate,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0001238.3,0.47,0.53,1324,other (other),biotin,Aspergillus nidulans,Coral reef,antiSMASH
